MainOP,Option,Measure1,Measure2
JNMOazxiwNTyAb,"9zjWj,9ppc3qw,GQM6HVd",0.95854,0.681
WFqthN325,"lYftJH5,R65Buo,88un5",0.79788,-0.631
unnWqNqB9,"3sRyUO8N,RDZAyU,LFibDG3G,6r6tj,5Dps0gs,sBTz4S1BcQ,68htr",0.13544,-0.298
iDnKdfA6U6jZ,"bveR6TiMw0,1fGNX",0.32604,0.788
1aeKy49GNxmNmTRD,"3k5SGko,TReIofP,fDGL9",0.97294,0.19
b7mbPYRfYAV,"mmbc9rB,XZ4QaZP9,M8rv63,DncMy,5p55M2ZoU,FqamLUsRD,Yv9U8GZDk,Acv6Zy,IXwDo4IDF9",0.27082,0.051
JANLGb2Z,"YqKn239tQ,cpVVibYc,stXGvEHy",0.47862,0.513
jsls2nl8Yz3JU,"jNkksygZrt,nZfZzWPGr,3Wn6mvp,lk6YR6",0.38088,0.642
5uBwTzhhhmJ7PfFC,"KYMuwFn,3WTMJg,5qq69eqO3m,qn6UNR",0.42405,0.093
Bb3G2DReFHM7QFx,"hIQP5rvxCq,WOMr31,D1zHiF7sNv,MBLrfeMlrx,iAsnN,0cAru,959gbJM7,lbRBm1,eIQRA4e,M6umvQ4",0.99113,-0.51
5hIwKj,"8ypABpJ,4fXmfhjwHz,4Nk2d,jYtZlKVX,wnTm6A0NZ,0TUTgb",0.92607,0.419
goVus1rLBbMqfF2KlvBA,"DAEQSt,eUEaX,zCq9FV,ErNqd,QsDdp,9wcaIj,KarC9J,ZJaQ6oIaqQ,MI5oU,tolJPko",0.02941,0.669
qwRgDVWaw77L4Ap2j,"aiis4fbl7,0VBbzyrIul",0.35789,0.509
rsbtHJhT3kltQPVEhd,"o4nQvQfM,2f5BrVVEaH,WkjboLHaIq",0.14264,0.817
lSsc7e,"qQShTf,MsJCVPSH0",0.02764,0.902
8cxMlTH7fTVR,"FRpFtVyi,3plz80MC,GQ3mo,NwLctZ5lb,nIs86RE,NQaqh",0.06868,-0.721
pNQajPD4I,"Tfete3aw,BE1zjajU,GsAl6fhly,5y8rV,JxhXLeR,me8uPv",0.26139,0.618
r6Y1GT9,Mpf0qJuEZ,0.22636,0.018
DkgfixA,"jWIWl6,4DvJaC23,BB3kW9r3,uCwNEpkRP,goARPf,PAuXIB,hy8DUKYnPT,38Ff7",0.54765,-0.71
lj9NzeeXGNiJ6SiBL,"hU6OjEnv,DJ5pgUM,YsAE8kf,8n98VTOBwa,9si3uTI,0KwLzNr",0.07532,0.376
JusmCTc,"6VVMAR,vN16ZWgK,9vglt,pJ28Kk,us1yaS",0.39635,-0.677
cgmH19Nj,"6jm14xOs,qunWL,DNv8hB4SvB,1biKLFPLZ,ca2O14Bq9v,5p1xt9YXa,wLS0hphll,mC3FR72g,oeoYr",0.65832,-0.358
fjgFS9Jm69USnc,"XDQPMon,VPQmQs,ViLgpKlc,GD6r0EOJ,PY6eMVaA,7QvxM7IJc4,LRSZYtr,g8d64Iln4",0.34133,0.574
6MMZgeXZOEZ,"USMSMR,77RNn,kandjq",0.30335,0.092
JlNak3O1o,"GWeoo,J7cpW,Eo4uotcxl",0.57931,-0.851
7mej7fmWrbDgTQ7eN,"PPlm8rn,TDTEX,yG4R2VC,J2TPoj5H,507o4zIiu,aEkTQVy2,QbBVL1",0.18048,0.326
R2QBRi9ce,ejZBgly5b,0.46732,-0.396
o1qQaa,"iCVOJ4,XkKsJ",0.46077,0.841
pMsflJgpZXi,qHoUL08Vx,0.01726,0.242
Yy61xJ2OA1SPvl,"ejveGgf,WMTHz,6IvYgA,sbXanI8,r9RmD",0.90869,-0.163
PmWZtlr1eMLafvryTtGy,"4Slwk,KzUkO6F0,7OIFZSN,JoNPh3K,zT1xt11,GvoScwssb,RIvMo1AfJ",0.35218,0.404
e3QfA5Ll8R8cx,"qaoShwLbJY,hLexKk0H,8E28MA9qIo,1Hi7mpbaEG,9V1dlaIvVt,F20o0V0,xl0M0rMKjz,tJVsA",0.75049,0.576
69tDPTRjs,"bu4tXk,aZ1HLSQwH",0.98904,0.121
rX8OIb4ziGktFKi,"ABkCO0O3Ud,CeJGGlwiWB,RJbDGO,l1NoM7Uw,uIwfED1o,eGqoA,L6L7W21Cv",0.93002,0.28
dehGzlov,"cb0e28N35,swK6cSwDzw,1n80tCX,afiayOcN,DB3ZznK,fgLwFQ6yH",0.39904,0.95
jPpnm229,"KHiDR,TCrbcdwFP,J6k3YsFIb,hY57eiB,Tb7Wt,2nXNgghE,I9JWuCqo",0.19643,0.767
JiEtn0QgIen2gvkQ,"8qKdK,Sqenh,4yUapo,eHwKSrnV,lsbb3bEu",0.81479,-0.628
wMp2ANJQTHUQv,"MsuKde1,e9MoKHTzu,ukElpSSiR,7OM87,5UZcdlNrd,S59fnC,PIik8d,EEpxd,6QHcxCdZ3",0.80971,-0.993
2SyUD19CZRJVv4Qhdr,"gnAimBEvn,TtYhZnK,CY8nnQFXM,h6DnN1wQY,NCg9UBTZo,kDWSvoTf,XcWfYnOw0",0.67931,-0.046
xtW6KzZQ17IHnFKMf,d70kXkLUj4,0.29764,-0.839
jLOEcMiv7B,"8Ch3Z,Dn0pfBP,hQMIhaiwF,SvlYzI7,6qi2kMC3S",0.06696,-0.938
wJZBeNj,"59gFtPWNk1,rP8VQ",0.4278,-0.331
wfS799fsQo,"S7BkMeR,xS2uvdd4rY,4G6b55h,ewHGRWO1b,vO3WGbn7r,hoesdCZWZ6,DJcn2RYI,YPwbIkqN8W,ZcWBopCBZQ",0.69066,-0.959
b4GzmJwD,"RewHff4NZe,fWA1k6yq,AMnRiiu,P58Un7HT,DjlnxBQliT",0.98097,-0.084
MwRpWCIkez65hU,dYVmGr4pku,0.66498,0.104
t749YG3QvLbF,"RBJRy,Gt6trzYrsr,rcEZyBF6o,QaXOrtOSx,uXRX87sq,fZuof7uBZ,ieyV9Qt,h5ly9RADta,hYE6H,xqaf9",0.8391,0.965
3g8IaMTMe,"1DkLjUz,yHOiTZ2",0.89668,0.481
l5UASa2U7e3d7g7,"950ppVxv,jeLkPizlfw,76SKzph,BbQ0N,WBSHm7Ge,EOHp89Izf,dVaIm3,wgCr1,qwLbKZi2",0.31861,0.854
yrN3Ex8MUqKLvQkL,"WXEBNP92J,4XfT2K9,NV172OX4",0.88959,-0.116
3I2X5NUtPOAKpi,"167RO,PLMjg",0.69223,-0.422
wwRTSCZZE9HlUR8r7OTR,"YuW9WaWVn6,D7G0l,kZTlaf,MrlL0Qlx4A,JUwy8i,Ay2Tg7,gT3857p,V4BHS,dCu6hu",0.11461,0.05
dvHBKhygpPMTdEx,"D8lgW9L0Q,6rFC3o7Ewf",0.21464,0.87
RNO5vX,nRTbc,0.92706,0.515
ZvBHaqEonRNFA53Tex5,"Frm92S,wbCj2fs3,r1MHgiu,OWh67BkW,GMWsl,k7pqILL,HdC7T,BLzQJ8q",0.77653,0.725
F7KAzInvWLOZCPzxs,"bF10D5Zp,rPxDOVQV,nT1Osaj82r",0.956,0.248
CbOnyBuMHmi1KJalmPnz,"QNfvBxL,fmeUl3yb,LSulv,BYEkAR,cj5nv60Q,gnIzwiw4QM,qZVU2vaqQ,YEipNz8,Ngqh3CjWLK,2De7abfx",0.0489,0.559
jtBZTPM,"QZKPWsZ,P4PzZEM,er7MlIRB",0.78679,0.52
H8FOZYURZN0vqgfI,"06phTXSuc,AZX2mB,IRPafqHyE,F2fb9,v2XRH5",0.20036,-0.385
50A7o8ZR,"jYWfXmY0G,4A0HY43EtI,vwgVmty,aS0Kfx,KwnoiNUla,pj7IoARm,1lDxJv,uiWt1oOU6p",0.25711,0.866
xHWnjW,"Yr4NCD6AWW,ixo0Ub0,0bzzRwlNQ7,y42XQ,MO2N2,Oh1t1AeO,KYKsxZ",0.82299,-0.36
2rXcOnQV,"Vc26lRCx,2uiJbP,qvCGpz7p",0.47311,0.982
6qyXcrQBHxZoeAK6i24,AKtRC,0.16394,0.608
cDs38C5tK,"yK6FU4,IY4lX",0.33475,0.912
JlHiBP3l0bfJOBON9dk,"rU1BURvJ5,XugG0022u,WbaV3c6z,KMwLZ,VVQDv2,XLhjgCit,y0oYXIe,1j0du,u6ZsG",0.74811,0.056
HooNco,"YxKt5,ULMHKOkV,uPjGq,SSsfa7ca,LTAkyewJLr,KL7j7MMYE0,xjFIrsq",0.3439,-0.474
l6SWRU1OnHk,"I1i2EH7oCP,7umllT0FNj,DcHBmI,dKeQihR08,y8xrBNCmjl,6g4M3bvk,ZTnxcJf,SeYNCxM9B,X4MaT",0.36026,-0.373
5cjJbguUqTuCQdp,"MENFn,bkRwi",0.90165,0.204
eybE8RGX,"JIBdF,SD4YZ,qhtgH4q,0PKddVj7H2,H91Mf",0.82893,0.235
M7ReCa,"98Mz6HkphW,VWUvG1,nuL3fR,d7kWXr,ovcCcz3HJJ",0.13823,-0.743
ej6w1XidEwFc,"HuWeqhbuL,ygZOP,l9jBUis,MQumM,z3slcwIF8,z2YXI4E,YnhOJ21P,yXfDn",0.91641,0.65
IxfH4JiwShc9Emn,"OVdZs,FXusN,BLh2X34w,mKUvYSMmVw,T9YMQ",0.06401,0.957
flFJD1zbxGOx,"cuq31y,KvI7E,NtYQvw2A",0.15237,-0.207
MnIDFfy5qa,"RPW1326gM,n4ZIRx,qv5Xp,TPRwhN8d,RKRJeU1R,T8Fuk5q,kpOAeOy60J,aPEEh,8IKkOoHry,9lNGP",0.342,0.655
TUg5PviJJN8,"VR5nUiZlou,Egv1ZJUz2,vXW3o7gxT,b0R5ze,EZhU8",0.08762,0.883
SsIrXTrFHN6,"SmC2EfhR,srydGZYgN,QHX6ZdsEI,nrWpaXHDX,Yv6S5hlgqh,YLB5utAfsA",0.26939,0.905
yU2XNQE,"awoEN,Ly1axx,5mhOp2,H84e0ziy0,HHDfno,qTUN7rsw0,Ymej7,gEg4usME",0.79598,0.32
rsGu1RJybjyuK9,"hfb4vQCQ,hiIvL0,rGkNx9a,r1nn9nj,Hhkv7xAMW",0.77188,-0.942
RHZtFqqyaiJ,"g6bAEV,rlYaro,r5RCJb,HUzbad5HhL,PRU1a,pb68qjSt,6GD3o,R97gYDC03a,0fYjxvWBSH",0.86178,0.484
pizYOXRfCusvsnUrP4x,"uDFc4,wORkmtSk,6L8Ha,colzkkyh2P",0.67733,0.198
3XzpDvNSEkYUdt4iw3e,"hClsd,JfsgTu7x2,k7KRxANbP0,bkOKeY36,zFkBBSg7,WdldozZyX,HW9WlA6,zAIljG35,qcMbMDyKPg",0.5237,-0.072
nxDf7V2I7awUNjB0,"DrtJ8kVP,ucFr9F7sQ,y37HWfaEk,ONntFFG",0.50677,-0.234
dAZkToXu,"L0iDwnvgyz,QLrP9,ATsy9h9,XfaFnT,YxeaEL,Y55aPD,vo1GuvulOz,CqEjQ3jj,uvZjdwYI",0.29311,0.223
rxjhKs7hYeeYOa0J,"AZf1r0xsQ,ayXUeG,nfqTXl0BZ,ea8bmKV,9ettI31,IdOq4Ja,aXA1euQ,mias6KscE7,krSsq8Rp",0.84598,0.436
uWaGk33,"FY1neT,5eoSSUTZ,kqHWJ,lIUXFNxp,24k9Znc7Wf",0.38568,0.295
mUSbskkB,"iy2s6c,Uzd08C4vh,NsTfFE9Us,0u8w8pG1AK,hxOqrEZ9,XY60NR,FM0D18E,GeYEQTeb5q,Li9J5k,BvphHk1wbV",0.20569,-0.666
ABSrJUD0Ntk9Bb1,"bqnyoNx,L6LXZbF",0.8996,0.742
o8urQ3N2Q,"hU80Fex,fmywHJcs",0.39665,-0.996
GqUJXdWZgK1V,"lSDAfaS,95uzTOo,No3bfQe,qELLcC,Rk7GwhqwK,JLzyGrvF,0lPlRux07e,lfdmLl,8S9130b",0.14708,0.569
yy5W2Z1,"LAZKFwNdZg,nx6fIko,37PSXt,aBV1b0mxB9",0.76339,-0.655
d86LPOxOdD0,"KECJvC3D,08zYx4hf",0.38057,-0.334
Jj915cce8,"7W6f74sko,j8lM0l,DKAzm7MP,FvLcAUI,VXeSjdgn1A,7pK1I9a,BrGRaWrSo,NXbaPtSfbq,iQf0t",0.46373,0.097
HxWKOxKl2mv3W9A,"JAQslZ,K0JfGb4sP,8KYoLmei3x,LJq8m,7ZlGl,pZmROrL,xwQytF,PNTM755S53,5Gw9ERwdDK",0.30941,-0.73
mfuCS4HsIcR8l,"VcoceHL,JtHPdye",0.96362,0.385
BVNr367MXKspXpumeCl,"jE0kntJ0,sNruVx,BS4T6W6cv0",0.85207,-0.276
QWVksGHoZL31Bg,"W4m5HEPv,ah3Os88o,urAxVAtzTr,66ToV,9vyIsh4yU,fI7c2,bgRWZwL0I5,hNzPch,LpPOqqP",0.3851,-0.436
xRhve7u9q3Y8T,"zIamu,Btp514O54,k6Zvo,Q7EbAi188,eLr9fHqW3z,EXnoT,96uZ4ncrIK,8lnNeD,XGX9u",0.88718,0.657
DtsbUib,"OjXsiy3eN,pEVT0Wa",0.25667,-0.096
GlgZb2YiDQ0JR1qT,"OFAabKIzZ,AfCSs460,P5eoIaR,jIgoPZ2,5spBc",0.57252,-0.922
mJFMdYC3Omd3HixWJF4,"x8rih,pKlvx9S3Xx,k9EH0fB,R2TMdClR,014x97kjg,ARajCTgCrx",0.10276,0.557
oG4423kXDZmrUmFlP,"ydPho,i1JR7D6,fnkHnXlT,Xwath",0.42881,0.117
XIe4mFic6Qv2z,"KUaXDnuG,Vav8K",0.57889,-0.413
LerRcvHPKrLf1GOLW,"mpDm9x,SGAhJJ9C,bDuIlM,zxbL0kDN,NvOoXZ8,ufKZEcq34o",0.11124,0.241
zU4Q2FT6zDEM1shPeeM,"yHZj0vp2WS,ZTV3V,7JNmunfg,b62p3PIa7,AWPtAq,IxlyEaS9dv",0.44139,-0.926
f5qglA3xkKsqrkWo7zgo,"4Z3hoze4U,0qh39,BoKPcL",0.76789,-0.49
ORTYBV6R,"rP88n,LKRm9XKE,6Ntof,U2Uaz5y6tB,wsE96bTIbq,cyKwLh,nw647SHab",0.89178,0.445
FEd1UkeiGJTixoW2F,"CrlGXYEJbP,G3Z4H,VFZX0OIDQ,EQ7WVnu3h,kRT13Y2Zi,E97Ww",0.68033,-0.949
JdAk14cb,"FCHsVwE,OEJQGsaHR0,rF2d9C,p5xNdf,B0a9M,Aa5v0m,Qpb9U,BHaY2F,MJDt8wR1x",0.94285,-0.003
9UVwA4aBUMWYdfRlt,"I2UAlAOSwA,yRO74yoUS,iQnWWH,4xK2i2eml9,eCZHTiG2J,hvlATWa,L4xyoO4sYk",0.54317,0.738
Iu1fjLny3T7XSL,bP6eVWZR0x,0.57832,-0.287
gyk52jeQO,"WsQhH,iNsK0R,LNTf6pqgf,z8TG1,TM0fMwzzh,0rLOIPw,5lP5cc,IjznRwN,egrRNnI,0DceewUv",0.12072,0.52
5zzNVKePxvVF3cdamb,"JvJrZEL,VGJ6VW72y,BlTe8,N6imk,zhcKA4,IhRiB7CNEX,mBT0gjq2P,nNvYtMcK,ViNaSWoh,B2rI7",0.10809,-0.137
6XdrhtLS8utTdEwOtk,"Ac4JgIZ6,xORggh0H5,fetUpVcYH,txmHCk",0.28664,-0.45
sPp959,"aOf4c5p1f,ZAhII0G5d,Y5HCp4epVH,fVdZN,tQ6tcLw",0.15777,-0.961
Aa7pYuMViamdjm8,"RrzmDj,wr15e8Y,py2cPI",0.39014,-0.191
UfNnJTB9n7WzA,"pjfPs7a,c08iz,7N943LeFIx,SRVEpLAvh,Va2PLlDr2,feK6wfv4,HslqTs9vQ",0.59403,0.12
sYTDioHWiW7,"iQfM85q,UymBLy9xAF,XUBO9,FJ2Yp,H6Eq7,6MuusTnGP,JGr04XjY05",0.80902,-0.605
ZLaTyXz3aW,"Eno5DN,eFsQMj,fACru,V7AAOSMpH,7bhXu3xr9,VGl8cgy,qDoIJBaT,6Qo6zGD",0.03186,-0.495
v6I7omML,"YOLWE7Wle,gYlFYNc,UMpD1YIzi,gKKa6hJqo,j4gJeI",0.51912,0.018
v041PzqO,"N7eUc,UUDXC,Mdztd,OOI88JCy,8yMu5c,0kXslQH,IHRdYU,XAlS2Aj5PC,Swm94jqD3",0.46548,-0.696
B0PZ9T7h0seAuh,"cxnhS,G7aJVdq,1dWJAfAJh,HHaJli1g5j,2iGfeHX,X1bHQlX4b,KeVYX,yYQzOe,hpbpgAuU",0.26859,0.965
4LgrlSeuQzWfH,"al1Nb,yn38LK,wZfLvd6,FMTyh,ls7IV,NJBttmKUp,4VvFFv2ge,113yvC1Y,A2GV2tcv,PeDpvdVlf",0.4916,0.916
DEvJEQSGbD6n3h,ZAmWbV7uVu,0.2751,-0.306
MjJWTf7iCabA9AdWgZ,"lImtHUX,ors76DeHBW",2e-05,0.898
8Dux2oH23t5e4If0PoTz,"XlboV,JVcGWC,nzMO2l92eR,2qLJSw8",0.88868,0.846
oxoEeDYDEe,"a73YW0yJ9,COphy,1rNrdh",0.87989,0.65
KJ7vMyE,"PmvISq,aOS0nn,DAyIe,948DPrL,6mXi0,hkdZi",0.75829,-0.549
VD427Ek1iMQpxaFQQA,"gMocqJx,T00kvtC",0.16927,-0.832
Nigxe4vWWgM,"4HwK1vvc,1jlMG,GgLcBN,j8WkFVDWWE,lSzpAC,WhSHITA9,FWu1Xd,Rtp9He",0.91021,0.749
znB1Isae4jwmy,"wFFjtiJe,0S2s1Hku",0.29803,-0.859
Ml5b7bE8i,"g2imw9,o2ixCJ,WCxLQm,3kvm1F,6HfTzX,rUzBVehKV",0.4614,-0.498
9vyqteMS9CJ5BPxm,"a0Xr0Qy0,N6rPnh1,2Cu1TnPGU2,hn58BE7,2WOssYX2VS,6GgEGxUJk,ctqGSa,tPJpkPeOjr,h8BrFJr,0wITrm",0.75844,-0.512
j6iRAGzRjnLUy2b,e9ywyD,0.30683,0.164
Era5rvlvR3A,"qky7g,MmLdH,au8url",0.01545,-0.651
rPZQuTXOY8APoC0t,"kV8lXu8o,OlWsQFrIP,CFcxEsK8n",0.6447,0.69
XQWtOYYMA6JXD,"BZqyvQPe,YLG9El,ZPwRY,b30QrJ6p,cuD0Ef,4hsxCszYt,0OOYXUQ,8ULRW,8Q3dr,CLEo8nRtx",0.24712,0.184
xwIafE4D1YL2c5T14Rig,"l98PhJmaM,hQXtKojBj",0.84564,-0.655
bXo98KRVZlxmQwx43,"6YuUa77wo,d6pgGnp,4VvNh,KWdHKDdmf,SteJm9Sx5y,iUBT1wApR",0.0384,0.276
f9eevLl8jkECrqA,"hjEnpYW,BKryy4S9,y2AU3bU,wRKFk",0.9475,-0.619
eniZIlOZl93ETFKf8tIs,"GRxOZ,CubxIJmsnB,uHql9rBew,rAnjfv39L,bmBAIXzV,V4QYvHEjCl,l3ISDDG,pEVhnG2rM,W7umoF8",0.4306,-0.431
lD3rhDHFvZo,DIkUcqOIAV,0.54721,-0.268
de7E2wL9OgO60oPKq,"j0aX6,AFPnf6K,OwInmMCA,F1KZpIYNu,T4Myn,3cZdCYRV,VTIAz",0.05443,-0.237
AcFS3hfN36Ak,"NKyIaIi,cWdQo,aJKYNB,UpnHuz",0.30465,-0.964
YsHx13aiElhFQOZ,323c1TOoH,0.58582,-0.53
AxKuIXDG30gA6I1fq,"PUsjLt,RrDmw,hsnakVSL4h,FOgaugTg6i,HoeOwk,w4N9T315Sv,1jICA6,byf4jfdRbh",0.82931,0.78
KKeDqUarPc3,"YXpaLinY9s,XDM4hQ8m",0.25325,0.258
36p5dMKyHLhE,"0RG9CsDMQ,7mar5",0.55255,-0.419
DGBfwKin0aOwbeTuvm,kQGH5mL,0.0521,-0.424
eClRtLfDxUpKo6Jpco,"1fwRt,rkkXf7PZX,lXTjU7O,qOLEB,asFs78S,JaNYtH,15AgCq,UIcz4N2,goRX8H",0.13229,-0.893
1DoVSQBM,"7ujyiubxXP,cUJIQZLp,LRIFr4H,TCOOpFpB48,PS0oM,AQVnh5,EAfMfh,RU2cBR,osnW99,nz3MQtLr",0.34413,-0.256
THu6etBb5yiH,"H3wNSFRWQU,cFZBE,E4hrN6p",0.43014,0.829
HQZqp6QJyyKifSaU,CcWOqx,0.83539,0.184
tfxjbJbcPxwFLb1LMs,sFmyKuq,0.56053,-0.988
X9YSSpqozubZR,"SarxBPR6cw,b6mSdWtK,I2LATKNNS,L04xORY,hnU7Tnr,yt0EyLoVy",0.6411,-0.72
WYNiJSFdFf5iBH,"Fpv7p1Uy,w00ChEqz,C4P4s33yu,QmmenOv,7OR227,cZlper",0.96261,-0.904
qYn74g,AUi1P0jeD,0.06449,-0.104
8cWdbp2Eq1yOhLc,"79U0A9,8eY10,FkjnU,ioKtQ,1l6Lj27x,yCW0pHZr,YrIEpQkocI",0.32687,-0.389
OIwT7Cy8wt4nDaxE,"BfPACm3t,BYDNp7t2x,bUwmNDaEg,1J5lH,ULSP9T25,Czl4yqPtnI,6p3mCd,Ar1WJEsbF6,6aKUnnS",0.07762,-0.642
AKONNz9qXhUOX,"vpl6p,FHMvHuopp,RwOo1Q,gIEeUj3HT,OcdPm5,nmEKvc29B",0.34825,-0.326
OTROteyeDcSioO,"v5BwxdHC,Kxqrr7vQ,733ZDkL8,y9TQemcPle,CZWHETcu2D,GO5Qh,Zr5ortGbN,HaLHwCZ1",0.67322,0.435
WVsTHFIe5OxbkW6qMQgP,"PkxWJdcIL2,XnR523DQp,8UWC6LMF,gPO6P,1Af3UA2T6,81tfIa,91VoA6t,pOMhb,5IEiCs7D2,xRZCzrn",0.52948,-0.937
aFZ8V8tAsWF1,"pV5yomQo,sZGVCIZ,hR3IwOv17,MHC4V",0.52872,0.316
gqVGHp,"dsUZ1ZcM7Y,yWxeER,HCsqs,HuZ3f,e7fSSpl,rjogP0bsR,7y8523M",0.98588,0.251
84yxKoZ8Erce4,"PvAnQswG6E,5BjkDGAd,48XLF,QWnHS",0.9726,0.227
fyFFpi5GvSUDfXScM,"YtU39O,Si1TkU,Y6LNjszsP",0.16701,0.061
8XNFTkAiKh,"L5zrRC,UYcX4CGQ,8dnFtgHF,rwCHdBA0,Y7J8xccr,ChfCfWcnC,LXONOGd,bp4FK9Ub2m,D6xgry",0.20519,0.452
2VT8JFIcH,"qKaxeMn,3BJWa8PxC,lCWetuUk7D",0.67369,-0.757
3hNLiQeXEwzeZlHV1,"mXhT20YG,YfHGU0,jySfEd,dLeAD,m5oIt4ctA2,eBFBJ,xLvyn9V,tDHeb,rqBmElO99K",0.62494,-0.659
foSf2oNO7oAS7mTHZ,"Kyfjm5,0ogJeX,uT8jsEdu,BX9o4OGFa",0.14285,0.659
NnfcSbsB,"7Sa4egLlT,58JK9tDLih,YkywRvCU",0.2952,0.721
8Rzd7A4rj9JVBjB,"j2elwDvR,Lq09PK,nagbH4mPBb,9O2RvWC,OECiluQ,aVdCOebWP,bHuA4,x1Rsj,3DdGGr,8wiTjt9T",0.81989,0.013
Sdwc46Lg,"LwrFCWigAV,C6fkt,DONcv8wU,dI3uVfEo,Tgdos,cWnUb,1h355c,iVe1uQ,nW9cjml,h4zsT",0.14971,-0.901
U9d99Cr0Cz4,"vFyptko,irw6VueZ,m6I3uF,K8j3FXVMR,OQgbm7N,jgNqmL",0.32933,-0.706
8k6JgnCK4hpvu,f229alCgsy,0.62291,-0.441
tIPHUpUcTg3Zg,"5CMJ3KJ3,Us2wrjx,uSiLwh7qS9,Nyx5K,r3H5B,1Blj2yld,Poa36pd9",0.55161,0.062
ef7Z4UsT6G,"L7Y2H,QbVBtef,JRfN9U,zqlrJ,69dSbmr,Ydugh",0.70797,-0.643
kXgm2ePM0mifMHIU3dmm,jRzE96rWER,0.91457,-0.505
J0MW1SHBPh2F4v,"bjpsPOK9c,4wvJtk,KrkgzX",0.92691,-0.744
a6jLEdGZhMH8Vt6EJk,"JFUg8xIf,23Qzdm8S,7TI9IrY1m,vI5ilk,0HVfUz861x,aJFra,dx5E1g4Pe,lTavH5mR,Qyphm",0.94979,0.862
p7OhipLRwbOy6Ruc53S,"Xg5T930xz,O723eSF,1nmdlmb,IK4ZAKwck9,57AV4PHx,AFQfv,sfaAseXo,01i8VDl,Q1mKMs0zLI,aK8X2Idv9",0.39968,-0.441
ioO5LdPN,"Fowwo,5qCSuwz,xrdleRkD3,aSfnWGu2,7soUwBiI,eYnADtRQgL,n9sXp,cDznk0RX",0.79769,0.888
2YMhBB3Tk9Tzy8CTC,"Myf6FW,UUud1,0AnkAs7,ZA4Okf,DRsc8ve",0.57752,0.747
JDh8bTh9fqlEIEIBo,"pHawR,53hAUheTP,tjhfuo6y",0.49479,0.809
7bVAfax,"iOUKkapMQ,h94InP2dpX,GwZ3He,Oxt2j6,6XTyR0f,6xT7O,n1rxf00Dg",0.68367,-0.176
HhQ2qmPgLmZt,"GyFdzWub,WK72ElF,dMk2wCtlM,ldYVwBiBC,FsASv,F5ojY,B8cvuWw8I,Sq8c5",0.82397,-0.981
DpkvjXFsG,"jUDLSK8Zc,SFaZD,2HTHeOGSN",0.13324,0.804
yyGKOr3HvwjoXPXXwK,"1Qlawf7,xd3IW,DN1dqx",0.17405,0.605
MtXkVNPSdJuyPGC,"X9EKggIqi2,ZKcopBTHS,yUqMv,MtZeYzOM,LS2jk5",0.27845,0.968
klwWtvI,"jv8K00dyb7,ABDHclkHw,ufnOPrYHk",0.15217,-0.851
TabgvRqb1xL,"zZS4Sv,2tDG8pzzz,ErP0bSY,77zDEo,PJ3a8p,vzZIwYgGx1,l0vauaTlVV,8oIacQwqsC,mh69aSL",0.58354,0.403
SitsYrXWAy6mHQViWgA,"635hwCl5,Pw0l3v,eexBEqqY1X,sSM2jTW9lN,HD35KeD,xpQVHj5kF,eD4lv,qMatTt01",0.27856,-0.835
LIHA6ZevMLxTlm,"dTyncQsUwT,d3W44N1,D1U2JP8n,qS9Xju3L,iclsTsgm26,ljUu2nDR,LCqD6F",0.68368,-0.51
Lpb3eXog7,"Tuu8tIl,ZSWq7KgQ,TLzyb2bA,84IsqubU",0.3528,0.963
HhuJb8Ly8,"i4mZpNrQ,YR6AIyp,PRudDe,g19kp,FzQcky9y3z,v212hfTbP,nV9SnLxAFR,4V3lKmUnSE",0.8818,-0.941
1flpMbUEHSUzpiAw8CJt,hsFwId6Pl,0.84016,-0.314
h2HhBd1by6QZCzp,oVLyp,0.07642,-0.091
CRmEIRH95A,XTrnOdP2N,0.33657,0.771
U7ISvY,"ZI39a60,fwdldbsa6,ReYKroby,oyqZxhb1k,Js4c62O,zW4s6",0.42588,-0.33
QzAAkQvKL,"6WfvJopAiW,VnNvHU,I42dp,pn1bq,E3QmIqX,w1IBUuQk,4iVbsUuF,7uAx2cS,JjmJEGQ31",0.09513,0.978
1u0Fj9,"sENsH,AxBOlS,9fo6ZkTv,Tp1QWqi,u6JZ3,quIbsL,IIiLEzl57,Tub5raEN",0.44962,0.729
d764DO,"2ADbA0lhZV,uaCuXZbQX,ghKkMOZDC,noJZQ",0.87732,-0.035
OpPOuB3ToxWyA,"c2pPUE,MQuih,YAMvp4sLII,O1gKmVF,LuV26Bhs,A4vk4tX,hz4Fs",0.87993,-0.593
RIaN347O0AatjsXU,"FAcBZHxwK,2Wsv3A9p,DJpLhQCp,7kya7",0.886,-0.463
hW2sxB,"bNv1jRLqBG,ZuetQHBp,CIFqLLSdt,7Hty3928q1",0.83602,-0.731
svDeZdDFUVOuwOJm,"mIKANw,JoMtLA3N,VhQt02",0.82923,-0.707
w27TERkuw7MsNqgZODio,"ruAN2bATG9,10O6SJI1t,0Xrum0,fKMcTx,NbUpPvhq,KELrUf,vA6NoRSCmG,IDq9F",0.66324,-0.135
h7cNAflKijdpGJGKB5PS,"R4psf9,g6kjMojx,BqujP,lj9GnU,xJg373,3SvrSQZGY,eyA1Wq3a",0.32818,-0.087
nYGg0zXeBC,5quLmyal,0.79329,0.855
Qv0xXB2spDy9z5442LnO,"ziacVOwr,usgnch",0.72053,-0.82
